epoch,accuracy,loss
0,0.7299465537071228,2.060162305831909
1,0.8475936055183411,0.5668628811836243
2,0.9652406573295593,0.13633380830287933
3,0.9973261952400208,0.03976176679134369
4,0.9973261952400208,0.01520312950015068
5,1.0,0.008678720332682133
6,1.0,0.005591157823801041
7,1.0,0.004345117602497339
8,1.0,0.003529595909640193
9,1.0,0.0029417991172522306
